name,website,phone,lat,lng,address,suburb,postcode
Cluse Bros Ridgehaven,https://www.tyrepowerparafield.com.au/,08 7099 8174,-34.8252209,138.6942313,"23 Golden Grove Road, Ridgehaven 5097",Ridgehaven,5097
Cluse Bros Virginia,https://www.tyrepowerparafield.com.au/,883809137,-34.66242514,138.5615182,"244 Old Port Wakefield Road, Virginia 5120",Virginia,5120
Kensington Tyrepower,https://www.kensingtonparktyrepower.com.au/,08 8431 5856,-34.8929338,138.6485265,"416 Payheham Rd, Glynde 5070",Glynde,5070
Bridgestone Maitland,https://www.bridgestone.com.au,02 4911 9440,-32.7610139,151.5885529,"43 Robert Street, Maitland 5573",Maitland,5573
Tyrepower Virginia,https://www.tyrepower.com.au/tyrepower-virginia,08 8380 9137,-34.6701439,138.5613542,"23 Old Port Wakefield Road, Virginia 5120",Virginia,5120
Lc Automotive,https://www.lcauto.com.au/,08 8750 2000,-36.3108943,140.7721846,"41 Binnie Street, Bordertown 5268",Bordertown,5268
Bibra Lake Tyrepower,https://www.bibralaketyrepower.com.au/,08 9434 2323,-32.1135498,115.7961628,"16/16 Salpietro Street, Bibra Lake 6163",Bibra Lake,6163
Bayswater Tyrepower,https://www.tyrepowerbayswater.com.au/,08 9271 7373,-31.9064958,115.9218073,"39 Raymond Ave, Bayswater 6053",Bayswater,6053
Mandurah Tyrepower,https://www.mandurahtyrepower.com.au/,08 9535 2087,-32.5344703,115.7277939,"143 Pinjarra Road, Mandurah 6210",Mandurah,6210
M Offroad,,0422 069 581,-31.8612813,115.8237551,"8 Kirke Street C/O Chemform, Balcatta 6021",Balcatta,6021
Wheels Of Wanneroo,https://www.wheelsofwanneroo.com.au/,08 9409 8182,-31.79068,115.8156879,"2/11 Prindiville Drive, Wangara 6065",Wangara,6065
Associated Tyre And Wheel,https://www.associatedtyreandwheel.com.au/,892449699,-31.89769404,115.8127242,"58 King Edward Road, Osborne Park 6017",Osborne Park,6017
Htec Bunbury,http://www.htecbunbury.com.au/,08 9721 1223,-33.33335,115.64957,"4 Zaknic Place, Bunbury 6230",Bunbury,6230
Dunlop Tyre & Auto Mandurah,http://www.dunlopsuperdealer.com.au/store-locator/,895861515,-32.51348757,115.7422634,"57 Reserve Drive, Mandurah 6210",Mandurah,6210
Tyrepower Rockingham,https://www.rockinghamtyrepower.com.au/,08 9527 7722,-32.2694715,115.7514046,"1/17 Enterprise Way, Rockingham 6168",Rockingham,6168
Tyrepower Joondalup,http://www.tyrepowerjoondalup.com.au/,08 9300 0011,-31.7457964,115.7630909,"3/196 Winton Road, Joondalup 6027",Joondalup,6027
Tyrepower Wangara,https://www.tyrepowerwangara.com.au/,08 9409 7858,-31.7913933,115.817331,"18 Prindiville Drive, Wangara 6065",Wangara,6065
Tyrepower Kenwick,https://www.kenwicktyrepower.com.au/,08 9459 2139,-32.0369309,115.9692031,"1696 Albany Highway, Kenwick 6107",Kenwick,6107
Precision Offroad,https://precision-offroad-4x4.myshopify.com/,893592555,-31.79616763,115.8204365,"32 Lancaster Road, Wangara 6065",Wangara,6065
Launceston Tyrepower,https://www.launcestontyrepower.com.au/,03 6334 1311,-41.4426384,147.1359852,"80 Frederick Street, Launceston 7250",Launceston,7250
The Tyre Solution,https://thetyresolution.com.au/,03 6424 5555,-41.1861278,146.323927,"176 Stony Rise Road, Devonport 7310",Devonport,7310
